id,name,year,genre,joy,sadness,anger,love,fear,song_emotion,lyrics
72jGeL3qwyOrmByT0DUWdj,D.N.A. - Demon and Angel,2019,Rock,6,6,0,0,0,joy,"Stored in your essence
Demon and angel

In the chemical maze of divine life encoded
Wide ocean of truth, sins and lies
I will face the lost secret, the alchemical mirror
To finally know who am I

To transform my dark side
Into a fractal of light
Being demon and angel

(Inner voice) Don't hide it
(Inner choice) Behold it
(Light and shade) Survive it
D.N.A.
(Bravery) Accept it
(Synergy) Control it
(Mortal fate) Transform it
D.N.A.
(Inner voice) Don't hide it
(Inner choice) Behold it
(Light and shade) Survive it
D.N.A.
(Bravery) Accept it
(Synergy) Control it
(Mortal fate) Transform it
D.N.A.

No, there is no limit
For an old soul dreaming
Just a wide horizon
Mirrored in a diamond
I'd feed your fire
With a broken promise
I learned the lesson
To control my falling
To control my falling

Stored in your essence
Demon and angel

In the chemical maze of divine life encoded
Wide ocean of truth, sins and lies
I will face the lost secret, the alchemical mirror
To finally know who am I

To transform my dark side
Into a fractal of light
Being demon and angel

(Inner voice) Don't hide it
(Inner choice) Behold it
(Light and shade) Survive it
D.N.A.
(Bravery) Accept it
(Synergy) Control it
(Mortal fate) Transform it
D.N.A.

I won't harm your essence
Can't deny your presence
You'll remain a symptom
I will learn to hear you
I'd feed your fire
With a broken promise
I learned the lesson
To control my falling
To control my falling

Stored in your essence
Demon and angel

In the chemical maze of divine life encoded
Wide ocean of truth, sins and lies
I will face the lost secret, the alchemical mirror
To finally know who am I

To transform my dark side
Into a fractal of light
Being demon and angel

(Inner voice) Don't hide it
(Inner choice) Behold it
(Light and shade) Survive it
D.N.A.
(Bravery) Accept it
(Synergy) Control it
(Mortal fate) Transform it
D.N.A.

All hidden dangers are stored in your essence
Your karma, your choices, your range of action
All hidden dangers are stored in your essence
Your karma, your choices, your range of action
Evolution, hybrid nature

Stored in your essence
Demon and angel

In the chemical maze of divine life encoded
Wide ocean of truth, sins and lies
I will face the lost secret, the alchemical mirror
To finally know who am I
In the chemical maze of divine life encoded
Wide ocean of truth, sins and lies
I will face the lost secret, the alchemical mirror
To finally know who am I

To transform my dark side
Into a fractal of light
Being demon and angel"
5f4a8LWYVgk4WEQyQhuOwU,Yes & No,2019,Pop,6,0,0,0,0,joy,"Here I am sitting again on the floor in the space of my basement
 Under my breath, I'm reciting the prayer
 I keep on praying
 Déjà vu, me and You (yuh)
 On my knees, yeah, it's true
 God, can't You see in the middle of me
 In between, I am breaking?
 How can I get You to change Your mind?
 That's all I'm sayin'
 Déjà vu, beggin' You (yuh)
 I forget sometimes
 You say yes, You, You say no
 For my best, God, You know
 Better than me, better than me
 You say yes, You, You say no
 For my best, God, You know
 Better than me, better than me, yeah yeah
 What I want and what I really need
 Only You know the difference
 Learning You do what's best for me
 With every answer given
 Déjà vu, it's what You do (yuh)
 You're showing me in time
 You say yes, You, You say no
 For my best, God, You know
 Better than me, better than me
 You say yes, You, You say no
 For my best, God, You know
 Better than me, better than me, yeah yeah
 Giving me what I really need
 To make me more like You
 Less like me, less like me (whoa)
 Giving me what I really need
 To make me more like You
 Less like me, less like me
 I forget sometimes
 Oh
 You say yes, You, You say no
 For my best, God, You know
 Better than me, better than me
 Oh
 You say yes, You, You say no (whether You say no)
 For my best, God, You know
 Better than me (You know better than me)
 Better than me, yeah yeah (whoa)"
5ld178m33JKhm0F1XN1kQA,Thunder Kiss '65,2019,Rock,4,0,0,1,0,joy,"Well, sweet a little sista's high in hell cheat'n on a halo
 Grind in a Odyssey Holocaust heart kick on tomorrow
 And a breakdown agony said, ""Ecstasy"" in overdrive
 When you're riding on the world, thunder kiss'n
 1965 yeah
 Five yeah
 ♪
 Demon-warp is coming alive
 In 1965, five, five
 Livin' fast and dying young like a endless poetry
 My motor-psycho nightmare freak out inside of me
 My soul salvation liberation on the drive
 The power of the blaster move me faster
 1965 yeah
 Five yeah
 Demon-warp is coming alive
 In 1965, five, five
 ♪
 Gimme that, gimme that now, now, now
 Yeah, roll'n like a supersonic
 Another fool that gets down on it
 Pig sweat a million miles
 I got a heart atomic style
 Make it look easy, that's what I said
 Blast of silence explodes in my head
 ♪
 Yeah, yeah, yeah
 Gimme that, gimme that now
 Gimme that, gimme that now
 Gimme that, gimme that now
 Gimme that, gimme that
 Step to the moonshine frenzy hail, the resurrection
 What's new pussycat?
 Can you dig the satisfaction?
 Well, you can't take it with you but you can in overdrive
 Yeah, some like it hot and twist'n
 1965 yeah
 Five yeah
 Demon-warp is coming alive
 In 1965, five, five"
6UryEVkqPDLliZOG4UmFi9,2021,2019,Rock,3,0,0,0,0,joy,"Boy, boy

2021, will you think about me?
I could wait a year, but I shouldn't wait three (boy)
I don't wanna be (boy)
Hum, hum, hum, hum, hum
2021, will you think about us?
Copper goes green, steel beams go rust (boy)
It's a matter of (boy)

Boy, boy

Boy, boy

2021, will you think 'bout me?
I could wait a year, but I couldn't wait three (boy)
I don't wanna be (boy)

2021, will you think about us?
Copper goes green, steel beams go rust (boy)
It's a matter of (boy)
Hum, hum, hum, hum, hum"
0HMco7zpjdsloHqToLjiLK,Mine,2019,Electronic,3,0,3,0,0,joy,"I fell in love
First date, but boy, you know it's not enough
And you talkin' to me, boy, like you wanted something
Well, baby, come and come and get you some

Just hit me on your celly when you're ready
And he tell his friends he want me
Boy, you know I'm tempted, you know I'm tempted
Let me give you this attention
And you know, boy, I got somethin' special out of these women
Oh, you can get it

Oh me, oh my, oh me, oh my
Oh yeah, I wanna make you mine
Oh me, oh my, oh me, oh my-y-y
Yeah, I wanna make you mine
Oh me, oh whoa, oh, oh me, oh whoa
Yeah-yeah, oh me, oh my
Oh me, oh whoa, oh, oh me, oh whoa
Yeah-yeah, oh me, oh my

Out of the club
I didn't know your name, boy
I fell in love
First kiss, your lips drove me insane, boy

Just hit me on your celly when you're ready
And he tell his friends he want me
Boy, you know I'm tempted, you know I'm tempted
Let me give you this attention
Oh, what you doin' to me?
Oh, you can get it

Oh me, oh my, oh me, oh my
Oh yeah, I wanna make you mine
Oh me, oh my, oh me, oh my-y-y
Yeah, I wanna make you mine

Oh me, oh whoa, oh, oh me, oh whoa
Oh me, oh my
Oh me, oh whoa, oh, oh me, oh whoa
Baby, oh me, oh my

Oh me, oh my, oh me, oh my
Oh yeah, I wanna make you mine
Oh me, oh my, oh me, oh my-y-y
(Yeah) yeah, I wanna make you mine

Oh me, oh whoa, oh, oh me, oh whoa
Oh me, oh my
Oh me, oh whoa, oh, oh me, oh whoa
Yeah-yeah, oh me, oh my"
1mQaehT2IA8PAb6drI1RNB,Right Now,2019,Hip-Hop,4,5,0,0,0,sadness,"Tear down
These walls
Well this can't go on forever
Something's gotta give

How can I relate to a world I feel is broken
To the minds that I feel won't open
And how can I speak life
When all I see is death and all I see is strife
Yeah, I'll tell them

Look into their eyes
Listen to their cries
Voices speak demise

Tear down
These walls
Well this can't go on forever
Something's gotta give
Burn down
And re-learn
Well we won't be here forever
Somethings gotta change
Right now
Right now
Right now

How can we exist in a constant state of crisis
Society in conflict
All the ignorance betrays a weakness
Too much pride to admit there's a sickness
Vacant emotions
Like walking corpses

Look into their eyes
Listen to their cries
Voices speak demise

Tear down
These walls
Well this can't go on forever
Something's gotta give
Burn down
And re-learn
Well we won't be here forever
Somethings gotta change
Right now
Right now
Right now
Right now

If we all take a second and listen
Voice of reason is how we can end this
We can't waste a minute
It needs to happen now
Drop your weapons and all your defences
Drop your pride get the point that we're missing
We can't waste a minute
It needs to happen now
It needs to happen now

Tear down
These walls
Well this can't go on forever
Something's gotta give
Burn down
And re-learn
Well we won't be here forever
Somethings gotta change
Right now
Right now
Right now
Right now"
4Za8yDzEhc8uZMBQRkiaGr,New Day (Otis Parham),2019,R&B,5,1,1,0,0,joy,"Too many brothers layin' dead on the street
One of them brothers look just like me, me yeah
One day we'll make it over

I don't fear no man (man)
Only the one that saved my soul
And the change is coming
When I'm done He'll take me home
The hand of the Lord all over me
I don't know what tomorrow brings
We race the sun
It's a new day
It's a new day
I don't know what tomorrow brings
We race the sun

Shotgun go bang (bang)
Yeah, bang in the street
Lord keep your hand
My Lord, all over me
Shotgun go bang, bang in the street
Lord keep your hand
'Cause it's a new day, oh

One day we'll make it over, yeah
It's too much for even shoulders to bear
I hear you knocking but you can't come in (can't come in)
You say you love me but you kill my friend, friend yeah
One day we'll make it over

I don't fear no man (man)
Only the one that saved my soul
And the change is coming
And when I'm done He'll take me home
The hand of the Lord all over me
I don't know what tomorrow brings
We race the sun

Shotgun go bang (bang)
Yeah, bang in the street
Lord keep your hand
'Cause it's a new day, oh

One day we'll make it over, yeah
It's too much for even shoulders to bear
I hear you knocking but you can't come in
You say you love me but you kill my friend friend, yeah
One day we'll make it over

I don't fear no man (man)
Only the one who saved my soul
Change is coming
Done He'll take me home
Hand of the Lord all over me
I don't know
But we race the sun
It's a new day
It's a new day
I don't know
But we race the sun
So tell Martin, I had a dream
So tell Malcolm, by any means
Oh yeah"
3ZbTIbNjbLZtIxk39IRrBQ,Combat,2019,Hip-Hop,3,6,2,0,1,sadness,"Twelve-gauge shotguns, I seen twelve-gauge, um, pumps

I don't give a fuck
I could talk a cat off the back of a fish truck
Tell me, ""What's up?""
All about the game, so I'm hunting big buck
Big butt, slim waist, and her hair long
Pass it down to me like a heirloom
The Henny got me wetter than whale piss
I die for this shit like Elvis
Boss up and shake down
Get it jumpin' like a techno breakdown
Night young and we just gettin' started
Let me walk on yard at the Bruiser Brigade party
Got smoke, of course
Goin' up, fireworks on the Fourth
Take mine, and I do it with force
Been with this shit since I jumped off the porch
Used to chop grams on my Grandma's faucet
Pay me what it costs, I ain't tryna hear offers
Tryna play Brown, you be hangin' with Hoffman
Copped a pound and I broke it down in ounces
Bust it open like them hoes came in
Got more pills than the Olsen twins
Focus, I can see where ocean is
Kush thinkin' like it broke the wind

What it is, what it is, what you know about?
Came a long way from that dope house
What it is, what it is, what you know about?
Came a long way from the

All I cared about was the stacks and the stage
When it's time to re-up, then my partner got his hash
Ain't rocket science class, I ain't tryna pass math
Twelve grams on the scale, watch me do arts and crafts
Any day could be my last, livin' like that
Tripped over the crack, crippled by circumstance
Nigga gotta face the facts, make this world your own
Sun sprinkled light for this mega-marathon
Tryna live on through my music
The future influence, the next to do it
The odds are against you, kiddo
Life want everything from you, like a divorced widow
Tryna get it like the next negro
Want beef? You gon' fuck around and end up a vegetable
Tryna give you a lil' game
Get some, get locked, get out and back again

What it is, what it is, what you know about?
Came a long way from that dope house
What it is, what it is, what you know about?
Came a long way from the

It's a combat zone
Every fiend, want they own
Red top, blue top
Get the green on the block
It's a combat zone
Every fiend, want they own
Red top, blue top
Get the green on the block
It's a combat zone
Tryna get that bag
Catch that lick, get that bag
It's a combat zone
Tryna swerve from 12
It never fails when you goin' through Hell
It's a combat zone
Catch that lick real quick (Combat)
Get the bag, get the bag, whatchu got?
It's a combat zone
Get that lick real quick (Combat)
Get the bag up, and the swag up
Before they call for back up

Listen, all a nigga wanted was a Chevy on some Daytons
Wasn't thinkin' 'bout no lawyer, nigga, fuck savin'
Didn't know we'd see them horrors like Wes Craven
Jumpin' out them vans, throw us on pavement
Locked up with dirty white boys, all musty
Prayin' for probation, hope I get lucky
Court-appointed lawyers, gotta stay coppin'
Put you in predicament, but that's your only option
Sink or swim, look at him in the system
Just another nigga, one-way ticket to a prison
Tried to help, only hurt in the end
How the fuck 'posed to take care your kids from the pen'?
It's the life that we chose, friends become foes
That nigga snitched on, everybody know
Some don't know how to stick to the code
Nobody to trust, that's the way life goes

I've seen hand grenades (Combat zone)
I've seen beer... beer-can (Combat), beer-can bazookas made (Combat zone)
Damn things hit you (Combat), just-just as getting hit with a gun (It's a combat zone)
I've seen 22 zip guns (Combat), I've seen 38 zip guns
I've seen (Combat zone), I'll tell you
This about things you think you'd never see on the street I've seen (Combat)
I've seen dynamite on the street
I've seen all this
You'd be surprised, man
Pretty soon they're gonna steal the damn atom bomb"
4wxm46qMm1P7JH1ivm1BQ2,Ambiramus,2019,Rock,1,1,3,0,1,anger,"Somewhere afar
A cry rang out
Wondrous words echoing
In my restless heart

A call I heard
In three different tongues
Of such awing majesty
Soft and silently
Whispering my name
I could not oppose

And so I set out into the unknown
I spread my arms to fall...

Ambiramus
Cicinxiet mon textā
Cover me in your darkest shelter
Ad magos meldíās
Ambiteixtū ad tīros íovincon

I have lost control
And drift afar
Into a darkness arcane
All that I've known
Blurred into a pale
And distant memory

And so I set out into the unknown
I spread my arms to fall...

Ambiramus
Cicinxiet mon textā
Cover me in your darkest shelter
Ad magos meldíās
Ambiteixtū ad tīros íovincon

And I spread my arms to fall...

Ambiramus
Cicinxiet mon textā
Cover me in your darkest shelter
Ad magos meldíās
Ambiteixtū ad tīros íovincon

Ambiramus
Cicinxiet mon textā
Cover me in your darkest shelter
Ad magos meldíās
Ambiteixtū ad tīros íovincon"
6wKThjopVE8UVqyZfgaKcN,Heart Too Clean,2019,Folk,7,1,1,0,0,joy,"Yo Jafrass ah real life
Mi ah sing 'bout enuh, dawg?
NotNice

Yeah, dem a go vex, dem know mi bless
Dem see de success
Dem see de shirt, dem see de pants
But mi nuh done press
Dem try Obeah, dem try gun
But wah go come next?

Mi a beg you, open mi eye dem, Father
Mek mi see de haters a come, oh
Please guide me Jehovah
Father protect yuh son
Cyaan stop me cah mi heart too clean
Cyaan kill me cah mi heart too clean
Becaw mi heart too clean, yeah mi heart too clean

Suppose Jah Jah tek weh yuh eye?
How yuh nuh was see another yute rise
Dem waan tek de cake, every slice
An' nuh waan left nuttin' fi NotNice
But my life ah nuh yours fi decide
Nah dead fi you can rejoice
Nuff sweat and tears, nuff sacrifice
And ah gwaan like me an' you ah size

Mi give dem mi tings an' watch an' laugh
True mankind dem a tek me soft
Mi know dem ah pray fi mi blessings cut short
Mi find dem out, that's why me cut dem off
Nuh bodda tell dem yuh business dem will tek it go talk
Cah dem a sheep inna day but den a wolf when it dark
Yuh see me get di start and you nuh waan mi tek off
Jah answer mi prayer, 'cause a this me ah ask

Mi a beg you, open mi eye dem, Father
Mek mi see de haters a come, oh (See de haters a come)
Please guide me Jehovah
Our Father protect yuh son
Cyaan stop me cah mi heart too clean
Cyaan kill me cah mi heart too clean
Becaw mi heart too clean, yeah mi heart too clean

'Cause mi nuh know wah mi do to dem
Dem seh dem ah mi bredda but dem a pretend
Dem quick fi crucify, live pon mi name
An' mi nevva talk wah mi do fi dem
Cyaan trick me cah mi realize
Dem born with red inna eyes, NotNice
Ah mi dem waan criticize
Mi a tell yuh seh a million times

Mi give dem mi tings an' watch an' laugh
True mankind dem a tek me soft
Mi know dem ah pray fi mi blessings cut short
Mi find dem out, that's why me cut dem off
Nuh bodda tell dem yuh business dem will tek it go talk
Cah dem a sheep inna day but den a wolf when it dark
See me get di start and you nuh waan mi tek off
Jah answer mi prayer, 'cause a this me ah ask

Mi a beg you, open mi eye dem, Father
Mek mi see de haters a come, oh (See de haters a come)
Please guide me Jehovah
Our Father protect yuh son
Cyaan stop me cah mi heart too clean
Cyaan kill me cah mi heart too clean
Becaw mi heart too clean, yeah mi heart too clean

Dem a go vex, dem know mi bless
Dem see de success
Dem see de shirt, dem see de pants
But mi nuh done press
Dem try Obeah, dem try gun
But wah go come next?
Ah-lala"
39Y6CSZq5BtGT9L9wxY3Sp,Oblivion (Everything Is Epic),2019,Rock,0,1,1,0,1,sadness,"Scan the crowd trying to find your face
 Look around try to reset my place
 Kneel on the ground nothing we do or say
 Don't make a sound just wait another day
 Everything that i wanted
 Impossible to get it back
 Everything that you had
 You took it all away from me
 There's nothing left it's gone
 We packed it in we're moving on
 In the end can we say
 That we're over
 Hallucinate that it's still unknown
 Running scared that we're still alone
 Hands in the air because the will is gone
 We're dissolved away because we're on our own
 Everything we hide
 Everything inside
 Everything we tried
 Everything has died"
2ppFa6QFJp10sfXgHJQGAy,Sexual Capacity,2019,R&B,1,0,0,4,4,love,"Girl, I? ve had some good, I? ve had some bad in my days
 I never knew someone like you would come my way
 To tell the truth, I can? t help but be a little afraid
 I think your love might be a little too much for me
 (Now we can get sexual)
 Girl, I wanna be down everyday and night
 (Now we can get sexual)
 Just as long as you know my sexual capacity
 (Now we can get sexual)
 I? m dyin?, I? m tryin?, I wanna
 I? m afraid that your lovin? might just be a little too much for me
 Girl, I? ve paid the dues, I? ve made the rules all before
 I? ve seen them beg, I made them plead for more
 But I? ve never seen nothing better babe
 I am a little afraid I think your love might be a little too much for me
 And I gotta say
 (Now we can get sexual)
 Girl, I wanna be down everyday and night
 (Now we can get sexual)
 Just as long as you know my sexual capacity
 (Now we can get sexual)
 I? m dyin?, I? m tryin?, I wanna
 (I? m dyin?, I? m tryin?, oh)
 I? m afraid that your lovin? might just be a little too much for me
 (That your life end might be)
 (A little to much)
 Oh girl your love might be a little too much for me
 (A little to much, a little too much)
 Girl your love might be, sexual capacity
 (A little to much)
 Girl your love might be a little too much for me
 (A little to much, a little too much)
 Girl your love might be a little too much, a little too much for me, yeah
 (A little to much)
 I wanna, I wanna be down
 I wanna, I wanna be down
 I wanna, I wanna be down
 I wanna, I wanna be down
 (Yeah)
 (Now we can get sexual)
 Girl, I wanna be down everyday and night
 (Now we can get sexual)
 Just as long as you know my sexual capacity
 (Now we can get sexual)
 I? m dyin?, I? m tryin?, I wanna
 (I? m dyin?, I? m tryin?, oh)
 I? m afraid that your lovin? might just be a little too much for me
 (Afraid, might be, too much)
 (A little to much)
 Girl your love might be a little too much for me
 (A little to much, a little too much)
 Girl your love might be, sexual capacity
 (A little to much)
 Girl your love might be a little too much for me
 (A little to much, a little too much)
 A little too much
 (A little to much, a little too much for me)
 Baby I
 (I want to be with you)
 (Wanna? be)
 (There? s nothing I won't do)
 Nothing I won't do baby
 (I said, I)
 (I want to be with you)
 (You're a little too much, a little too much for me)
 There? s just somethin? I wanna say to you, baby
 (Now we can get sexual and I wanna be down every day and night)
 I just can? t handle it
 (Now we can get sexual just as long as you know my sexual capacity)
 No no no no
 (Now we can get sexual, I? m dyin?, I? m tryin?, I wanna)"
4vh6Rn6FVG4w79JmlZ5p7d,Got To Keep On,2019,Electronic,8,1,0,0,0,joy,"Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Gotta keep on making me high
Got to keep on
Got to keep on
Got to keep on
Got to keep on

(And the rain comes down)
(Like tears, like tears)
(And the rain comes down)
(Like tears, like tears)
(And the rain comes down)
(Like tears, like tears)

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on

Gotta keep on making me high
Gotta keep on making me high

Gotta keep on making me high
Gotta keep on making me high

Got to keep on
Got to keep on
Got to keep on
Got to keep on"
3h3GEFIEWkDISN3yAjhiG9,Loved by a Country Boy,2019,Country,0,0,0,5,0,love,"Have you ever had your heartbeat
 Skipping like a rock on the water?
 Have you ever felt a July kiss?
 Make summer burn a little hotter
 Have you ever fell faster
 Than a Chevrolet rollin' 'round the bend?
 Left a t-shirt hanging on a hickory limb 'fore you jumped in
 Girl, you ain't been loved, 'til you been loved by a country boy
 Bet you never felt nothin' like that, no
 Girl, you ain't been loved, 'til you been loved by a country boy
 Steal your heart and won't give it back
 Don't you want that love?
 Come and get this love, baby
 Girl, you ain't been loved, 'til you been loved by a country boy
 Loved by a country boy, yeah
 Have you ever layed down on a blanket
 Underneath the harvest moon?
 Looked up at a shooting star, yeah
 And knew a wish was made on you?
 How 'bout a little dirt road ride?
 How 'bout a little dancing on my hood?
 Ain't talkin' 'bout good enough, no
 I'm talkin' 'bout so damn good
 Girl, you ain't been loved, 'til you been loved by a country boy
 Bet you never felt nothin' like that, no
 Girl, you ain't been loved, 'til you been loved by a country boy
 Steal your heart and won't give it back
 But don't you want that love?
 Come and get this love, baby
 Well girl, you ain't been loved, 'til you been loved by a country boy
 Loved by a country boy
 Girl, you ain't been loved, 'til you been loved by a country boy
 Bet you never felt nothin' like that, no
 Girl, you ain't been loved, 'til you been loved by a country boy
 Steal your heart and won't give it back
 But don't you want that love?
 Come and get this love, baby
 Girl, you ain't been loved, 'til you been loved by a country boy
 'Til you been loved by a country boy
 Loved by a country boy"
39Y8Co0z2J1AbzF11rhuFO,Head Spinning,2019,Rock,0,3,3,0,3,sadness,"Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning

Don't want to go to Massachusetts
Don't want to drown in alcohol
So tired of feeling useless
I never get no love at all
Aw, babe you look kinda protected
Do you wanna watch a zero crawl?
My burning brain has been neglected
All my emotions in a brawl

Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning

Clear liter disconcerted
Unnerved servant son
I heard you whisper he was worthless
At least he gets the job done
A biting man begs for rejection
I'm still waiting on a call
In need of scant dissection
You want to watch a zero fall?

Red eye crying
White light lying alone
(Blow crow, cold meat on the bone)
Buried box of nerves made out of chrome
Steel trap flying
Flowers dying at home
(No show, cold feet at the throne)
Bury box of nerves

Red eye crying
White light lying alone
(Blow crow, cold meat on the bone)
Buried box of nerves made out of chrome
Steel trap flying
Flowers dying at home
(No show, cold feet at the throne)
Bury box of nerves

Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning head
Head spinning
Head spinning
Head spinning
A spinning head, a spinning"
4Nr465nCPqLBUi6xmms5uL,Bullet Holes,2019,Rock,3,3,0,0,1,joy,"I'm on the highway, I'm walking 'cross America
Sweat stain in my blue suede shoes
Race wars, Star Wars, planet wars, mind wars
Tryna find ways to get to you
Always on the precipice, candy wish
So what would you prescribe?
'Cause every moment's something sacred, yeah
It's such a wild ride
Higher than I've ever been
Higher than I've ever been
Higher
Bullet holes
All you leave behind
Now I know
I see you cut and dried
I used to wish in symphonies
Higher than I've ever been
I used to wish in symphonies
Higher than I've ever been
Left in the rain to the sound of the sirens
Jet planes with the battle blues
Lifeblood, bad blood, my blood, your blood
The state of danger in this human zoo
Just caught in the wheels of machinery
Fragments to construct a core, yeah
Wish I could sleep more easily
Are you the one I've been waiting for?
Higher than I've ever been
Higher than I've ever been
Higher
Bullet holes
All you leave behind
Now I know
I see you cut and dried
I used to wish in symphonies
Higher than I've ever been
I used to wish, I used to wish in symphonies
Higher than I've ever been
They closed our path through deserted streets
Downtown ghosts shuffling in their feet
I will never stop fighting for you
Never stop fighting
Bullet holes
All you leave behind
Now I know
I see you cut and dried
Bullet holes
I thought I was inside
I used to wish, I used to wish in symphonies
Higher than I've ever been"
1tzp6KOZgxDW6ZNuen0Kqy,Funky I Like It,2019,Rock,4,0,0,0,0,joy,"I've been misunderstanding you for too long
Oh how your love flowers in the windows of the sun
Might not make much sense
But I'll tell you now

I was having a hard time
But you're funky, I like it
Might be needing all your time
Hopefully you like it

Hopefully you like it

Something very special has happened to me
I had to call you right now for you to hear it
It might not make much sense
But I'll tell you now

I was having a hard time
But you're funky, I like it
Might be needing all your time
Hopefully you like it

Woo-ooh, woo-ooh woo-ooh-ooh
Ooh-ooh-ooh baby
Ooh-ooh-ooh ooh-ooh

I was having a hard time
But you're funky, I like it
Might be needing all your time
Hopefully you like it

I was having a hard time
But you're funky, I like it
Might be needing all your time
Hopefully you like it

Woo-ooh, woo-ooh woo-ooh-ooh
Ooh-ooh-ooh baby
Ooh-ooh-ooh ooh-ooh
Ooh-ooh-ooh ooh"
2N7Qm7YdgvWlg8ZoxLkOND,Never Be The Same,2019,Electronic,2,2,2,0,0,joy,"How come their lot is so cruel, is so evil?
I wanna hide in the dark
I keep patching up the walls of my ego
But not the holes in my heart

I'm six feet underground, but I'm breathing
Heavy is the thought of my freedom
There's something inside me that wants to get out
I can feel it, I'm feeling it now

I'm changing, if only just a little
I'm breaking, it hurts to let it heal
I'll never be the same
No, I'll never be the same
'Cause I'm changing, if only just a little
I'm breaking, it hurts to let it heal
I'll never be the same
No, I'll never, never, never

No, I'll never be the same, no, I'll never be
No, I'll never be the same, no, I'll never be
No, I'll never be the same, no, I'll never be
No, I'll never, I'll never be the same

How come silence is so loud in the shadows?
I wanna scream 'til it's on
Tell my feet they should run, but they don't follow
I think it's time to get out

I'm six feet underground, but I'm breathing
Heavy is the thought of my freedom
There's something inside me that wants to get out
I can feel it, I'm feeling it now

I'm changing, if only just a little
I'm breaking, it hurts to let it heal
I'll never be the same
No, I'll never be the same
'Cause I'm changing, if only just a little
I'm breaking, it hurts to let it heal
I'll never be the same
No, I'll never be the same

(And it feels good)
(And it feels good)
(And it feels good)
(And it feels good)
I can feel that I'm changing

No, I'll never be the same

No, I'll never be the same"
5a4nh2oropkkl4j2qKgSzq,When Things Go Wrong,2019,Electronic,0,1,4,0,0,anger,"How do we end up here
 Why do we close our hearts
 Why do we hide our fears
 How can we fix our scars
 Cause we only end up losing gravity
 How do we end up here
 Why do we close our hearts
 It's cold now, rains falls, we scream,
 Can we stop this madness before things go wrong
 Make out, fighting, lying,
 We're drinking till of our problems are gone
 When things go wrong
 How do we end up here
 It's just like we're seventeen
 Cause we always end up in tears
 Feels like a movie scene
 Cause we only end up losing gravity
 How do we end up here
 Why do we close our hearts
 It's cold now, rains falls, we scream,
 Can we stop this madness before things go wrong
 Make out, fighting, lying,
 We're drinking till of our problems are gone
 When things go wrong
 When things go wrong
 When things go wrong
 When things go wrong
 It's cold now, rains falls, we scream,
 Can we stop this madness before things go wrong
 Make out, fighting, lying,
 We're drinking till of our problems are gone
 When things go wrong
 When things go wrong
 When things go wrong
 When things go wrong"
3eLdNmnRWr9gIyBcqTSSti,SOS - Laidback Luke Tribute Remix / Radio Edit,2019,Electronic,2,2,0,1,0,joy,"Can you hear me? S.O.S
Help me put my mind to rest
Two times clear again I'm actin' low
A pound of weed and a bag of blow

I can feel your love pullin' me up from the underground and
I don't need my drugs
We could be more than just part-time lovers
I can feel your touch pickin' me up from the underground and
I don't need my drugs

We could be more than just part-time lovers
We could be more than just part-time lovers
We could be more than just part-time lovers

I get robbed of all my sleep
As my thoughts begin to bleed
I'd let go but I don't know how
Yeah I don't know how but I need to now

I can feel your love pullin' me up from the underground and
I don't need my drugs
We could be more than just part-time lovers
I can feel your touch pickin' me up from the underground and
I don't need my drugs
We could be more than just part-time lovers
(Lovers ay)

I can feel your touch pickin' me up from the underground and
(From the underground yeah)
I don't need my drugs
We could be more than just part-time lovers

We could be
We could be more than just part-time lovers
(Part-time lovers)
Yeah! more than, more than lovers
We could be more than just part-time lovers

Can you hear me? S.O.S
Help me put my mind to rest"
